onset	duration	sample	trial_type	value
240.05	0.002	120026	Scanner	Scan Start
242.05	0.002	121026	Scanner	Scan Start
244.05	0.002	122026	Scanner	Scan Start
246.05	0.002	123026	Scanner	Scan Start
248.05	0.002	124026	Scanner	Scan Start
250.05	0.002	125026	Scanner	Scan Start
252.05	0.002	126026	Scanner	Scan Start
254.05	0.002	127026	Scanner	Scan Start
256.05	0.002	128026	Scanner	Scan Start
258.05	0.002	129026	Scanner	Scan Start
260.05	0.002	130026	Scanner	Scan Start
262.05	0.002	131026	Scanner	Scan Start
264.05	0.002	132026	Scanner	Scan Start
266.05	0.002	133026	Scanner	Scan Start
268.05	0.002	134026	Scanner	Scan Start
270.05	0.002	135026	Scanner	Scan Start
272.05	0.002	136026	Scanner	Scan Start
274.05	0.002	137026	Scanner	Scan Start
276.05	0.002	138026	Scanner	Scan Start
278.05	0.002	139026	Scanner	Scan Start
280.05	0.002	140026	Scanner	Scan Start
282.05	0.002	141026	Scanner	Scan Start
284.05	0.002	142026	Scanner	Scan Start
286.05	0.002	143026	Scanner	Scan Start
288.05	0.002	144026	Scanner	Scan Start
290.05	0.002	145026	Scanner	Scan Start
292.05	0.002	146026	Scanner	Scan Start
294.05	0.002	147026	Scanner	Scan Start
296.05	0.002	148026	Scanner	Scan Start
298.05	0.002	149026	Scanner	Scan Start
300.05	0.002	150026	Scanner	Scan Start
302.05	0.002	151026	Scanner	Scan Start
304.05	0.002	152026	Scanner	Scan Start
306.05	0.002	153026	Scanner	Scan Start
308.05	0.002	154026	Scanner	Scan Start
310.05	0.002	155026	Scanner	Scan Start
312.05	0.002	156026	Scanner	Scan Start
314.05	0.002	157026	Scanner	Scan Start
316.05	0.002	158026	Scanner	Scan Start
318.05	0.002	159026	Scanner	Scan Start
320.05	0.002	160026	Scanner	Scan Start
322.05	0.002	161026	Scanner	Scan Start
324.05	0.002	162026	Scanner	Scan Start
326.05	0.002	163026	Scanner	Scan Start
328.05	0.002	164026	Scanner	Scan Start
330.05	0.002	165026	Scanner	Scan Start
332.05	0.002	166026	Scanner	Scan Start
334.05	0.002	167026	Scanner	Scan Start
336.05	0.002	168026	Scanner	Scan Start
338.05	0.002	169026	Scanner	Scan Start
340.05	0.002	170026	Scanner	Scan Start
342.05	0.002	171026	Scanner	Scan Start
344.05	0.002	172026	Scanner	Scan Start
346.048	0.002	173025	Scanner	Scan Start
348.048	0.002	174025	Scanner	Scan Start
350.048	0.002	175025	Scanner	Scan Start
352.048	0.002	176025	Scanner	Scan Start
354.048	0.002	177025	Scanner	Scan Start
356.048	0.002	178025	Scanner	Scan Start
358.048	0.002	179025	Scanner	Scan Start
360.048	0.002	180025	Scanner	Scan Start
362.048	0.002	181025	Scanner	Scan Start
364.048	0.002	182025	Scanner	Scan Start
366.048	0.002	183025	Scanner	Scan Start
368.048	0.002	184025	Scanner	Scan Start
370.048	0.002	185025	Scanner	Scan Start
372.048	0.002	186025	Scanner	Scan Start
374.048	0.002	187025	Scanner	Scan Start
376.048	0.002	188025	Scanner	Scan Start
378.048	0.002	189025	Scanner	Scan Start
380.048	0.002	190025	Scanner	Scan Start
382.048	0.002	191025	Scanner	Scan Start
384.048	0.002	192025	Scanner	Scan Start
386.048	0.002	193025	Scanner	Scan Start
388.048	0.002	194025	Scanner	Scan Start
390.048	0.002	195025	Scanner	Scan Start
392.048	0.002	196025	Scanner	Scan Start
394.048	0.002	197025	Scanner	Scan Start
396.048	0.002	198025	Scanner	Scan Start
398.048	0.002	199025	Scanner	Scan Start
400.048	0.002	200025	Scanner	Scan Start
402.048	0.002	201025	Scanner	Scan Start
404.048	0.002	202025	Scanner	Scan Start
406.048	0.002	203025	Scanner	Scan Start
408.048	0.002	204025	Scanner	Scan Start
410.048	0.002	205025	Scanner	Scan Start
412.048	0.002	206025	Scanner	Scan Start
414.048	0.002	207025	Scanner	Scan Start
416.048	0.002	208025	Scanner	Scan Start
418.048	0.002	209025	Scanner	Scan Start
420.048	0.002	210025	Scanner	Scan Start
422.048	0.002	211025	Scanner	Scan Start
424.048	0.002	212025	Scanner	Scan Start
426.048	0.002	213025	Scanner	Scan Start
428.048	0.002	214025	Scanner	Scan Start
430.048	0.002	215025	Scanner	Scan Start
432.048	0.002	216025	Scanner	Scan Start
434.048	0.002	217025	Scanner	Scan Start
436.048	0.002	218025	Scanner	Scan Start
438.048	0.002	219025	Scanner	Scan Start
440.048	0.002	220025	Scanner	Scan Start
442.048	0.002	221025	Scanner	Scan Start
444.048	0.002	222025	Scanner	Scan Start
446.048	0.002	223025	Scanner	Scan Start
448.048	0.002	224025	Scanner	Scan Start
450.048	0.002	225025	Scanner	Scan Start
452.048	0.002	226025	Scanner	Scan Start
454.048	0.002	227025	Scanner	Scan Start
456.048	0.002	228025	Scanner	Scan Start
458.048	0.002	229025	Scanner	Scan Start
460.048	0.002	230025	Scanner	Scan Start
462.048	0.002	231025	Scanner	Scan Start
464.048	0.002	232025	Scanner	Scan Start
466.048	0.002	233025	Scanner	Scan Start
468.048	0.002	234025	Scanner	Scan Start
470.048	0.002	235025	Scanner	Scan Start
472.048	0.002	236025	Scanner	Scan Start
474.048	0.002	237025	Scanner	Scan Start
476.048	0.002	238025	Scanner	Scan Start
478.046	0.002	239024	Scanner	Scan Start
480.046	0.002	240024	Scanner	Scan Start
482.046	0.002	241024	Scanner	Scan Start
484.046	0.002	242024	Scanner	Scan Start
486.046	0.002	243024	Scanner	Scan Start
488.046	0.002	244024	Scanner	Scan Start
490.046	0.002	245024	Scanner	Scan Start
492.046	0.002	246024	Scanner	Scan Start
494.046	0.002	247024	Scanner	Scan Start
496.046	0.002	248024	Scanner	Scan Start
498.046	0.002	249024	Scanner	Scan Start
500.046	0.002	250024	Scanner	Scan Start
502.046	0.002	251024	Scanner	Scan Start
504.046	0.002	252024	Scanner	Scan Start
506.046	0.002	253024	Scanner	Scan Start
508.046	0.002	254024	Scanner	Scan Start
510.046	0.002	255024	Scanner	Scan Start
512.046	0.002	256024	Scanner	Scan Start
514.046	0.002	257024	Scanner	Scan Start
516.046	0.002	258024	Scanner	Scan Start
518.046	0.002	259024	Scanner	Scan Start
520.046	0.002	260024	Scanner	Scan Start
522.046	0.002	261024	Scanner	Scan Start
524.046	0.002	262024	Scanner	Scan Start
526.046	0.002	263024	Scanner	Scan Start
528.046	0.002	264024	Scanner	Scan Start
530.046	0.002	265024	Scanner	Scan Start
532.046	0.002	266024	Scanner	Scan Start
534.046	0.002	267024	Scanner	Scan Start
536.046	0.002	268024	Scanner	Scan Start
538.046	0.002	269024	Scanner	Scan Start
540.046	0.002	270024	Scanner	Scan Start
542.046	0.002	271024	Scanner	Scan Start
544.046	0.002	272024	Scanner	Scan Start
546.046	0.002	273024	Scanner	Scan Start
548.046	0.002	274024	Scanner	Scan Start
550.046	0.002	275024	Scanner	Scan Start
552.046	0.002	276024	Scanner	Scan Start
554.046	0.002	277024	Scanner	Scan Start
556.046	0.002	278024	Scanner	Scan Start
558.046	0.002	279024	Scanner	Scan Start
560.046	0.002	280024	Scanner	Scan Start
562.046	0.002	281024	Scanner	Scan Start
564.046	0.002	282024	Scanner	Scan Start
566.046	0.002	283024	Scanner	Scan Start
568.046	0.002	284024	Scanner	Scan Start
570.046	0.002	285024	Scanner	Scan Start
572.046	0.002	286024	Scanner	Scan Start
574.046	0.002	287024	Scanner	Scan Start
576.046	0.002	288024	Scanner	Scan Start
578.046	0.002	289024	Scanner	Scan Start
580.046	0.002	290024	Scanner	Scan Start
582.046	0.002	291024	Scanner	Scan Start
584.046	0.002	292024	Scanner	Scan Start
586.046	0.002	293024	Scanner	Scan Start
588.046	0.002	294024	Scanner	Scan Start
590.046	0.002	295024	Scanner	Scan Start
592.046	0.002	296024	Scanner	Scan Start
594.046	0.002	297024	Scanner	Scan Start
596.046	0.002	298024	Scanner	Scan Start
598.046	0.002	299024	Scanner	Scan Start
